Time (s),CPU Utilization (%),refined_cpu
0,0.0,1.9
15,0.0,1.9
30,0.0,0.22511341744240962
45,0.0,1.6521213056631032
60,0.0,1.5104136437516438
75,0.0,0.9965341075153938
90,97.21060329937195,97.94956664187313
105,98.15753355986544,100.0
120,98.07339440945252,98.96397744915406
135,99.02827762893848,99.62551680415528
150,96.6541872687463,97.38318177038629
165,98.323863268564,99.42127193952197
180,98.52011089281328,99.765904491595
195,97.01562822940056,99.29526997652592
210,98.39053274001924,99.97193376981204
225,97.08344482320274,97.62076791178048
240,95.88728844080195,96.49233834866138
255,95.31909483430891,96.76814809387938
270,95.28745977009793,95.84987927036138
285,96.96469182316264,97.48319855319146
300,97.97376964476582,98.64046337078129
315,98.36520663424436,100.0
330,98.11799903139266,100.0
345,95.21511390265938,96.28656599986064
360,95.9213924698239,95.9213924698239
375,93.13714185431284,93.13714185431284
390,92.8120858681922,92.8120858681922
405,91.51906308861815,91.51906308861815
420,90.7083404700814,90.7083404700814
435,4.4730820518418195,4.4730820518418195
450,2.8641463843685964,2.8641463843685964
465,2.777405761713974,2.777405761713974
480,2.660768104973147,2.660768104973147
495,1.437655400392567,1.437655400392567
